1.165867571908809075e-01,1.013615656318187924e-01,9.541582865101980171e-02,9.683670316721940119e-02,1.039740698713562950e-01,1.154152763157933054e-01,1.299613174997444887e-01,1.466043344440982887e-01,1.645065058742027908e-01,1.829802305762046055e-01,2.014696209138227834e-01,2.195333006765975981e-01,2.368284287265665922e-01,2.530959586868097300e-01,2.681471449153035036e-01,2.818512059875974418e-01,2.941241559317522847e-01,3.049188032155419337e-01,3.142158491963106259e-01,3.220161065203698270e-01,3.283337691823265958e-01,3.331907718036282162e-01,3.366121459393539017e-01,3.386224041435774157e-01,3.392429176484964004e-01,3.384902466835659207e-01,3.363754200201549138e-01,3.329041227679629400e-01,3.280777958376764891e-01,3.218956095105827697e-01,3.143572803848169173e-01,3.054667112113617078e-01,2.952364672777211818e-01,2.836930108062203915e-01,2.708826967814121356e-01,2.568785336210708814e-01,2.417876301577275011e-01,2.257593664900266195e-01,2.089942033419009138e-01,1.917531777322853959e-01,1.743679995933644922e-01,1.572517629952731033e-01,1.409102378324487148e-01,1.259537214847527009e-01,1.131094299664791164e-01,1.032343944184476031e-01,9.732885611422049943e-02,9.655014632252220674e-02,1.022269724928144136e-01,1.158741824681133181e-01
1.013615656318187924e-01,8.812464841536159221e-02,8.295537170049359366e-02,8.419069266660078599e-02,9.039598288181158181e-02,1.003430697196956017e-01,1.129895275479739919e-01,1.274591147889555798e-01,1.430234221604495815e-01,1.590846430397671873e-01,1.751594837622895695e-01,1.908642079174431849e-01,2.059007463647511693e-01,2.200438818757003978e-01,2.331295173071619986e-01,2.450439501232967998e-01,2.557141621716835789e-01,2.650991247136708084e-01,2.731820593373591732e-01,2.799636725646935664e-01,2.854563047810712018e-01,2.896790261418423773e-01,2.926535993040547678e-01,2.944013357006567411e-01,2.949408156713647644e-01,2.942864368272387621e-01,2.924477876803868170e-01,2.894298109158428001e-01,2.852337592741979733e-01,2.798589113906095882e-01,2.733050208729708164e-01,2.655754808077643858e-01,2.566812155679183416e-01,2.466452316453327798e-01,2.355078304766571873e-01,2.233324862308987691e-01,2.102123202815299741e-01,1.962772050174712013e-01,1.817014227784587987e-01,1.667119214749127887e-01,1.515970926778139882e-01,1.367160840529091925e-01,1.225086164534483907e-01,1.095052878599764024e-01,9.833834635570119775e-02,8.975290245164319058e-02,8.461857482440598988e-02,8.394155759225040148e-02,8.887704085214079286e-02,1.007420468179355960e-01
9.541582865101980171e-02,8.295537170049359366e-02,7.808931800251560362e-02,7.925217665506679998e-02,8.509347265531859439e-02,9.445707637813260948e-02,1.063617095165790005e-01,1.199825296788425977e-01,1.346338551193415889e-01,1.497529457706611999e-01,1.648848573429815834e-01,1.796683629021072204e-01,1.938228776538251930e-01,2.071363953179334305e-01,2.194544444752770107e-01,2.306699922321828189e-01,2.407143035856305902e-01,2.495487564891618326e-01,2.571575567305932064e-01,2.635413693882156516e-01,2.687118109765452290e-01,2.726868330205404201e-01,2.754869216082257988e-01,2.771321380717428062e-01,2.776399728523608057e-01,2.770239790160898274e-01,2.752931826254478298e-01,2.724522364340238312e-01,2.685023196982829763e-01,2.634427533677016209e-01,2.572733055032118132e-01,2.499971701572774041e-01,2.416246308933863995e-01,2.321773446726888013e-01,2.216932489022262198e-01,2.102320944391997959e-01,1.978815402790050082e-01,1.847638406659452281e-01,1.710430547654598343e-01,1.569328180201187972e-01,1.427046053282189919e-01,1.286964972227682136e-01,1.153224211063914040e-01,1.030818507754794056e-01,9.256994746690021258e-02,8.448811448280721392e-02,7.965495980465099601e-02,7.901765551860841230e-02,8.366362978015680352e-02,9.483265000117260812e-02
9.683670316721940119e-02,8.419069266660078599e-02,7.925217665506679998e-02,8.043235189176038691e-02,8.636063292107579170e-02,9.586367373831779226e-02,1.079455834365369848e-01,1.217692365724477865e-01,1.366387406447447939e-01,1.519829756030235957e-01,1.673402224036647790e-01,1.823438749405615900e-01,1.967091701213155852e-01,2.102209445970802115e-01,2.227224266542310038e-01,2.341049895303083939e-01,2.442988746624117635e-01,2.532648848680453812e-01,2.609869907372195930e-01,2.674658672521668112e-01,2.727133039134755910e-01,2.767475195693011591e-01,2.795893053740373668e-01,2.812590214009883516e-01,2.817744185484423736e-01,2.811492517064294039e-01,2.793926813481034110e-01,2.765094295130313684e-01,2.725006930184489806e-01,2.673657827018247612e-01,2.611044631701954222e-01,2.537199760399121984e-01,2.452227580110391825e-01,2.356347885470263803e-01,2.249945699957185963e-01,2.133627429877593684e-01,2.008282718830149971e-01,1.875152314616755911e-01,1.735901239585393996e-01,1.592697661453163771e-01,1.448296755594569996e-01,1.306129672237446027e-01,1.170397324960541913e-01,1.046168830329182037e-01,9.394844285054060329e-02,8.574626012266159392e-02,8.084113304315299064e-02,8.019433840910519806e-02,8.490949769503039479e-02,9.624484017543780134e-02
1.039740698713562950e-01,9.039598288181158181e-02,8.509347265531859439e-02,8.636063292107579170e-02,9.272585897482409079e-02,1.029293231325831004e-01,1.159017321681614920e-01,1.307442601562180950e-01,1.467097237128995868e-01,1.631849082812921736e-01,1.796740637322395695e-01,1.957835631903431794e-01,2.112076550480261883e-01,2.257153173029378956e-01,2.391382233539744995e-01,2.513597400835217988e-01,2.623049673611960730e-01,2.719318189690833054e-01,2.802230840466341522e-01,2.871794873257685898e-01,2.928136872543461999e-01,2.971452455040173857e-01,3.001964856449672592e-01,3.019892683933817490e-01,3.025426529807147547e-01,3.018714081036512620e-01,2.999853694096742962e-01,2.968896069771302937e-01,2.925854058348854592e-01,2.870720260255595346e-01,2.803492148065083178e-01,2.724204527180018598e-01,2.632969456989683876e-01,2.530022932131827940e-01,2.415778354309947029e-01,2.290886825116862646e-01,2.156303559493424893e-01,2.013360754782461959e-01,1.863846154104963071e-01,1.710087730371377956e-01,1.555043729655014861e-01,1.402398195731217045e-01,1.256661671273108793e-01,1.123276892998388982e-01,1.008729298061636914e-01,9.206620371829320193e-02,8.679954336109348134e-02,8.610507661167539351e-02,9.116776756474079257e-02,1.033385835108231038e-01
1.154152763157933054e-01,1.003430697196956017e-01,9.445707637813260948e-02,9.586367373831779226e-02,1.029293231325831004e-01,1.142555666527521052e-01,1.286554470765464975e-01,1.451312325400370973e-01,1.628535203199036052e-01,1.811416183203702068e-01,1.994452245458435968e-01,2.173273977989112205e-01,2.344487418597641926e-01,2.505528132875589065e-01,2.654527629842295400e-01,2.790191236363038230e-01,2.911687531752351066e-01,3.018549342562503179e-01,3.110585621522922173e-01,3.187804413440826212e-01,3.250346232028842319e-01,3.298428219478434231e-01,3.332298176132942880e-01,3.352198764475637915e-01,3.358341549415668204e-01,3.350890469251383008e-01,3.329954703509313552e-01,3.295590532038273346e-01,3.247812219160304825e-01,3.186611551059636005e-01,3.111985722194253179e-01,3.023973367919828847e-01,2.922698878532843936e-01,2.808424217293548075e-01,2.681608276230477150e-01,2.542973803528232879e-01,2.393581125059175141e-01,2.234909031877842234e-01,2.068941988635333296e-01,1.898264136137597924e-01,1.726159243004865007e-01,1.556716741639047052e-01,1.394943510482019033e-01,1.246881199754499153e-01,1.119728897865267109e-01,1.021970800473612079e-01,9.635088146015849397e-02,9.557999625892141249e-02,1.011997808453328068e-01,1.147098616485921069e-01
1.299613174997444887e-01,1.129895275479739919e-01,1.063617095165790005e-01,1.079455834365369848e-01,1.159017321681614920e-01,1.286554470765464975e-01,1.448701761094224882e-01,1.634224410610714828e-01,1.833783077582940013e-01,2.039712949829829980e-01,2.245817449683939759e-01,2.447176478567479885e-01,2.639968325759929901e-01,2.821305355542685356e-01,2.989083586906174927e-01,3.141845176212270108e-01,3.278653916997414930e-01,3.398983756916494903e-01,3.502619570591130049e-01,3.589570416733290359e-01,3.659994518307929656e-01,3.714136384414609693e-01,3.752275046219094579e-01,3.774683749491269946e-01,3.781600723131219866e-01,3.773210566941694877e-01,3.749636220585145230e-01,3.710941056983544928e-01,3.657141138222824717e-01,3.588227215281939442e-01,3.504196129030245355e-01,3.405091384122284626e-01,3.291053048037259621e-01,3.162376099841420207e-01,3.019577266735204990e-01,2.863470386446944627e-01,2.695249420051374911e-01,2.516579533892930320e-01,2.329695299068445247e-01,2.137506541334669996e-01,1.943710889895224891e-01,1.752913177314255055e-01,1.570751309938634988e-01,1.404028380457835179e-01,1.260850794230554961e-01,1.150772028759979998e-01,1.084941950194024812e-01,1.076261534603309977e-01,1.139542118615120003e-01,1.291669978701465160e-01
1.466043344440982887e-01,1.274591147889555798e-01,1.199825296788425977e-01,1.217692365724477865e-01,1.307442601562180950e-01,1.451312325400370973e-01,1.634224410610714828e-01,1.843505334195720824e-01,2.068619746059635889e-01,2.300921268110401874e-01,2.533419780809035848e-01,2.760565111294311924e-01,2.978046135553341633e-01,3.182605423446239201e-01,3.371869555393045004e-01,3.544193994385337887e-01,3.698522642130700477e-01,3.834262079330053030e-01,3.951169631366621693e-01,4.049255517022926076e-01,4.128698221504542021e-01,4.189773566067333532e-01,4.232796314974492380e-01,4.258074706207937710e-01,4.265877476573467497e-01,4.256412865966932579e-01,4.229819557865363011e-01,4.186169040810323039e-01,4.125479433819554398e-01,4.047740303430235609e-01,3.952948085949303247e-01,3.841151857294478611e-01,3.712509622170243606e-01,3.567354135049347619e-01,3.406268295895926723e-01,3.230170163566282726e-01,3.040406599357924899e-01,2.838856013003542289e-01,2.628039137708382822e-01,2.411238435335897878e-01,2.192625058340114952e-01,1.977393540188996934e-01,1.771903784918169023e-01,1.583830098198648895e-01,1.422317002302216915e-01,1.298141405603812082e-01,1.223881040748834859e-01,1.214088999741114033e-01,1.285473378422128110e-01,1.457082931998771036e-01
1.645065058742027908e-01,1.430234221604495815e-01,1.346338551193415889e-01,1.366387406447447939e-01,1.467097237128995868e-01,1.628535203199036052e-01,1.833783077582940013e-01,2.068619746059635889e-01,2.321223364213775842e-01,2.581891726078631710e-01,2.842781133544175498e-01,3.097663670172192130e-01,3.341701771299671608e-01,3.571240234967724136e-01,3.783615818213220128e-01,3.976983166067208364e-01,4.150157217797315612e-01,4.302472090394148241e-01,4.433655475720151840e-01,4.543718840395415959e-01,4.632862464838871652e-01,4.701395851434743700e-01,4.749672200989187854e-01,4.778037391088807428e-01,4.786792974570287518e-01,4.776172619952228082e-01,4.746331945650107964e-01,4.697351169825467743e-01,4.629250624048379392e-01,4.542018600803375827e-01,4.435651101227148230e-01,4.310203194003563443e-01,4.165852178132303796e-01,4.002971441452368162e-01,3.822215063099532184e-01,3.624613208076827853e-01,3.411677205819300118e-01,3.185514842722871887e-01,2.948954664160428063e-01,2.705679960492167746e-01,2.460371232593339952e-01,2.218857329615651908e-01,1.988274777191604004e-01,1.777235007007283984e-01,1.595999198669172114e-01,1.456660252074191975e-01,1.373331793924859878e-01,1.362344025673224157e-01,1.442445304774848114e-01,1.635010471013436106e-01
1.829802305762046055e-01,1.590846430397671873e-01,1.497529457706611999e-01,1.519829756030235957e-01,1.631849082812921736e-01,1.811416183203702068e-01,2.039712949829829980e-01,2.300921268110401874e-01,2.581891726078631710e-01,2.871832581028324061e-01,3.162019304521431762e-01,3.445524598577743847e-01,3.716967650488604002e-01,3.972282787023118100e-01,4.208507688795289914e-01,4.423589771465556431e-01,4.616210894545161869e-01,4.785630397803385949e-01,4.931545393487963835e-01,5.053968635895612627e-01,5.153122896503004036e-01,5.229352434142507944e-01,5.283050113306665407e-01,5.314600652886756205e-01,5.324339469450616313e-01,5.312526471985945520e-01,5.279334754519606765e-01,5.224853543539126344e-01,5.149105453805910004e-01,5.052077463075831387e-01,4.933765123421886001e-01,4.794229687621997527e-01,4.633668364969927844e-01,4.452496473951175759e-01,4.251441545373373931e-01,4.031649429540645757e-01,3.794801174913849939e-01,3.543241267741004119e-01,3.280115892920846266e-01,3.009521966352275979e-01,2.736665599032629959e-01,2.468030207262714160e-01,2.211553733063778004e-01,1.976814653269537980e-01,1.775226455756354071e-01,1.620240046916744114e-01,1.527553983197269816e-01,1.515332312342868026e-01,1.604428791789536124e-01,1.818618609584502221e-01
